name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,id,website,city,imageUrl_x,description_x,text_sentiment,subtype
PROJECT COFFEE - مشروع القهوة,3.9,Cafe,"سلمان الفارسي، الخليج،, Al Khaleej, Riyadh 13224, Saudi Arabia",24.7713729,46.8044088,https://www.google.com/maps/search/?api=1&query=PROJECT%20COFFEE%20-%20%D9%85%D8%B4%D8%B1%D9%88%D8%B9%20%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9&query_place_id=ChIJSVOey9EBLz4R1cZpqFmBppQ,5,"Pretty good coffee both espresso and V60. Cozy interior.
It’s a good place to visit snd drink a cup of coffee",545,en,ChIJT-RmXB7lLj4RcVe2_ruEbS0,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNEe5zkrD3D-9sYWdHdtTCrl98NW9J-sQ1Uehcc=w408-h544-k-no,,neutral,cafe shops
ثري كاف Three CAF,4.4,Coffee shop,"3021 Prince Saud Ibn Abdullah Ibn Jalawi, Al Qirawan, 9228، Riyadh 13533, Saudi Arabia",24.8260691,46.5661594,https://www.google.com/maps/search/?api=1&query=%D8%AB%D8%B1%D9%8A%20%D9%83%D8%A7%D9%81%20Three%20CAF&query_place_id=ChIJTTzy5cnnLj4RiWo2neZTA7Y,5,Nice quiet place. Polite and skilled staff.,198,en,ChIJTTzy5cnnLj4RiWo2neZTA7Y,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNeEfhLxna4LL8zWUDOWRj7bUJYiwVXO0rFYMNh=w408-h544-k-no,,positive,cafe shops
Starbucks,4.4,Coffee shop,"King Fahad Branch Rd, Al Murabba, Riyadh 12632, Saudi Arabia",24.6460558,46.7035012,https://www.google.com/maps/search/?api=1&query=Starbucks&query_place_id=ChIJf7QmypEFLz4RtlnZlKprq30,5,"Very nice Starbucks branch, the seating area is huge and clean.
The staff are friendly, the cashier guy was welcoming and helpful.
I ordered the seasonal pumpkin spice frappuccino, it was delicious.",687,en,ChIJ_Xhp3UAfLz4RUgr_Hjq15vY,https://barns.com.sa/en,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNegmeFgVUShkyZa-1ZY58V7eYTDXXz87kCUuyb=w408-h544-k-no,,positive,cafe shops
Arabica coffee,3.9,Coffee shop,"3795 Al Shabab, Al Aziziyah, 8077, Riyadh 14512, Saudi Arabia",24.5995938,46.7549303,https://www.google.com/maps/search/?api=1&query=Arabica%20coffee&query_place_id=ChIJ3RpCi8kJLz4Rxpdq0Bvnf3Y,5,Good service,127,en,ChIJ3RpCi8kJLz4Rxpdq0Bvnf3Y,http://arabica.com.sa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNEIdOPFtJ7ddzzOIK_dM_EiJ9VOvwWrgRZnJ-P=w426-h240-k-no,,negative,cafe shops
Revive SALON&SPA,4.4,Beauty salon,"Abi Bakr As Siddiq Rd, An Narjis, Riyadh 13323, Saudi Arabia",24.8119523,46.6695785,https://www.google.com/maps/search/?api=1&query=Revive%20SALON%26SPA&query_place_id=ChIJQ5Vy5JLjLj4R_WBui3f2fFI,3,"You have a job, I am close to you 🌹🌹 Responded to me without or thank you and good luck",103,ar,ChIJQ5Vy5JLjLj4R_WBui3f2fFI,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNELgFkIyhNjCzDFra-5XAIRjK1B_8SEoDkWxM1=w408-h544-k-no,,positive,Wellness & Fitness
McDonald's,3.9,Restaurant,"An Nasim Al Gharbi, Riyadh 14235, Saudi Arabia",24.704414,46.83339,https://www.google.com/maps/search/?api=1&query=McDonald's&query_place_id=ChIJT7jTdvmpLz4RZBKBrKRdUQI,5,"McD is a well known food chain across the globe. Two time I have visited this branch. Once for dine in while the other chance was drive thru. Both the occasion I found the staff very polite & humble. And food & beverages is awesome as always. They change their location but the taste will remains the same.
*****/*****",1196,en,ChIJT7jTdvmpLz4RZBKBrKRdUQI,https://www.mcdonalds.com/sa/ar-sa/riyadh.html,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNEm0i1NkK88pN2g_1VNBXWQNtKhCPi74SoYxqL=w408-h271-k-no,"Classic, long-running fast-food chain known for its burgers & fries.",positive,Food & Dining
Coffee Halo,4,Coffee shop,"Haroon Al Rashid Rd, AL RASHED، Riyadh 14253, Saudi Arabia",24.6774847,46.8011121,https://www.google.com/maps/search/?api=1&query=Coffee%20Halo&query_place_id=ChIJk3881QsHLz4RSVjdMFDRytQ,5,The best enough to sit honestly to watch the matches ♥️ I love this cafe,201,en,ChIJk3881QsHLz4RSVjdMFDRytQ,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNEqUzCDY_p3tMBL52HDL-RcAz3rq4MUCzMs4x0=w532-h240-k-no,,positive,cafe shops
VELOCE CAFE - فيلوتشي كافية,4.1,Cafe,"8222 Al Tourmouzi, Ash Shifa, Riyadh 14713, Saudi Arabia",24.5714012,46.6988224,https://www.google.com/maps/search/?api=1&query=VELOCE%20CAFE%20-%20%D9%81%D9%8A%D9%84%D9%88%D8%AA%D8%B4%D9%8A%20%D9%83%D8%A7%D9%81%D9%8A%D8%A9&query_place_id=ChIJyewCUU8PLz4Rd-R1nzJZD_A,5,"Best crêperie in the town. Their sauces are the finest in the market, touch your high taste and melt your heart. Although I’m not a fan of Nutella sauce but they have a milk chocolate “Belgian” which is for me a piece of happiness you can add to your day 🤤🤤🤤. Maybe it’s nice if they try to add a crunchy topping, I would loooooooooooooooooove to try it 😍😍😍",334,en,ChIJ82IGvvf8Lj4RtMQ77nYkCI0,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNew1BKc0gQcER3nY1urlg7jIGdo7G-HeSaFFAY=w408-h544-k-no,,positive,cafe shops
The Coffee Address | عنوان القهوة,4.3,Coffee shop,"Al Ihsaa, Ar Rabwah, Riyadh 12813, Saudi Arabia",24.694171,46.732345,https://www.google.com/maps/search/?api=1&query=The%20Coffee%20Address%20%7C%20%D8%B9%D9%86%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9&query_place_id=ChIJqz8Jqk0DLz4RtetmnkR5_ZA,5,It’s great specialty coffee .. strong and unique,408,en,ChIJqz8Jqk0DLz4RtetmnkR5_ZA,http://addresscafe.sa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNEYvA6uewUcK5c-YY96SjW2J8OjCMAFttglgbL=w408-h544-k-no,,negative,cafe shops
Melange Cafe,4.4,Cafe,"2745 Prince Turki Ibn Abdulaziz Al Awwal Rd, حي المحمدية،, 7027, Riyadh 12364, Saudi Arabia",24.7297622,46.641015,https://www.google.com/maps/search/?api=1&query=Melange%20Cafe&query_place_id=ChIJCx2hryodLz4RLM-FwyE5Eno,5,"Very delicious, alot of Choices",70,en,ChIJCx2hryodLz4RLM-FwyE5Eno,https://www.instagram.com/melange.saudi,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNEYZTb7JtnwTnTdeGt2bnIdH9JZmbUtGuROzZe=w408-h307-k-no,,positive,cafe shops
Nando's - The View Mall,4.8,Chicken restaurant,"Cenomi The View Mall, Gate 7, King Abdul Aziz, Ali Izat Bighufich St Level 1, Riyadh 12411, Saudi Arabia",24.6961972,46.7286853,https://www.google.com/maps/search/?api=1&query=Nando's%20-%20The%20View%20Mall&query_place_id=ChIJVXQABuADLz4R0xTyOJNg8bY,4,,1727,,ChIJVXQABuADLz4R0xTyOJNg8bY,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNF2LyBP6rg9UUIqIecMyyPQMFoSGWgqJzXrh8a=w408-h272-k-no,,positive,Food & Dining
Paolo Restaurant,4.1,Lunch restaurant,"An Nakheel 7940 التخصصي، An Nakhil Riyadh 4189, Riyadh 12384, Saudi Arabia",24.7527647,46.6389087,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBMVo2RHNnRRAB!2m1!1s0x0:0x608999abdfb4053e!3m1!1s2@1:CIHM0ogKEICAgMDA1Z6DsgE%7CCgsI5qapvQYQiKjkJA%7C?hl=en,1,"I tried the shawarma, which was nice, but unfortunately the grilled chicken burger was a bite and the chicken was very tough",490,en,ChIJMaa6sLXjLj4RPgW036uZiWA,https://www.instagram.com/paolo.rest/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNf9ns02HorYrRjioutKt7UquhBPW3_roOnXVXT=w408-h306-k-no,,positive,Food & Dining
MEZAJ,4,Coffee shop,"Ar Rimal, طريق الثمامة ،حي, Riyadh 13266, Saudi Arabia",24.8654696,46.7979231,https://www.google.com/maps/search/?api=1&query=MEZAJ&query_place_id=ChIJE6wSGaj5Lj4R8taYo8tZD8k,5,Excellent branch,56,en,ChIJE6wSGaj5Lj4R8taYo8tZD8k,https://www.instagram.com/mezaj_magribi,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFa3eoP7BnT2zr9wbsD3-RWv0woBffvg0z18k2=w426-h240-k-no,,positive,cafe shops
Moroccan Taste,4.1,Coffee shop,"HJJ6+789, Al Madina Al Munawwarah Rd, Aluraija Al Gharbiyah, Riyadh 12978, Saudi Arabia",24.580667,46.6108516,https://www.google.com/maps/search/?api=1&query=Moroccan%20Taste&query_place_id=ChIJp0w34xIaLz4RTbzFx2lPKcI,5,"Open 24hr, lots off hot drinks although I only order the Moroccan tee, it's amazing. And cheap.",823,en,ChIJ5bL9mx0HLz4RFm4BusJGQOU,https://www.dunkinksa.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNfA8gI3eBIsyJyls2lei0VjxUWod5LqekefoOr=w408-h306-k-no,Long-running chain serving signature breakfast items & a variety of coffee drinks.,positive,cafe shops
Azure Spanish Restaurant | Azur is a Spanish restaurant,4.6,Spanish restaurant,"near the KAFD, Olaya St, Al Olaya, Riyadh 11433, Saudi Arabia",24.6983013,46.6822639,https://www.google.com/maps/search/?api=1&query=Azure%20Spanish%20Restaurant%20%7C%20%D8%A2%D8%B2%D9%88%D8%B1%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%A5%D8%B3%D8%A8%D8%A7%D9%86%D9%8A&query_place_id=ChIJf9Aj3joDLz4RkovWeMy5v_E,5,,544,,ChIJf9Aj3joDLz4RkovWeMy5v_E,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFcRbyWbXAe4-ZVjmMm_TjNW8vpNPQxAR9HmdT=w408-h272-k-no,,positive,Food & Dining
Zaman Home For Arabic Coffee,4.4,Cafe,"شارع سلطان بن عبد العزيز، حي, Al Khalidiyah, Diriyah 13713, Saudi Arabia",24.7530214,46.563968,https://www.google.com/maps/search/?api=1&query=Zaman%20Home%20For%20Arabic%20Coffee&query_place_id=ChIJdelEoxrhLj4RBTS-ISxHCnM,5,"Amazing place, very nice ambiance… the karak tea is to die for….",1594,en,ChIJRXNQt77_Lj4R9UR8LZPRDx0,http://halfm.sa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFcSs-iTSBKbEJSMwVMZ3ptI1--ETRtfAmuZRN=w408-h544-k-no,,positive,cafe shops
Enough,4.5,Cafe,"Ibn Idan, طريق الامام سعود بن فيصل, Riyadh 13515, Saudi Arabia",24.7872419,46.6160278,https://www.google.com/maps/search/?api=1&query=Enough&query_place_id=ChIJdyGBnm_jLj4RjaH7sCBO0B0,5,"I liked the place very much because it’s very comfortable & spacious. Flat white the best one forever…

Thank you Enough Cafe for a good services & the great welcome and nice coffee .",587,en,ChIJe1yyiK3oLj4RIicXNiTiE6o,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFM3WbfjfSuxODudwJmam-WmfzkozkBLaj0aFG=w426-h240-k-no,,positive,cafe shops
SHOTS,3.9,Cafe,"طريق الأمير تركي بن عبدالعزيز, الأول،, Riyadh 12362, Saudi Arabia",24.725686,46.6446749,https://www.google.com/maps/search/?api=1&query=SHOTS&query_place_id=ChIJgbX8hC8dLz4R4h_0yLyNr2o,5,"I would like to express my great happiness with my experience , especially with the coffee prepared by BEN exceptionally talented and artistic individual. I never used to enjoy black coffee, but it has now become my favorite drink at your place, along with your amazing matcha.
❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
The service is outstanding and impressively quick, even with the personalized artwork. Thank you so much for providing such an incredible experience!",1383,en,ChIJV92ELW4eLz4R0vsj8Ss8YS0,https://twitter.com/almasaa_cafe?s=09,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFR9oM2AZuw9bCcaBu553zTEPc09r_ARSUYlRa=w408-h544-k-no,,positive,cafe shops
Arabica Star,4.3,Coffee shop,"6541 Hamzah Ibn Abdul Mutalib, Alhazm, 4175, Riyadh 14964, Saudi Arabia",24.538217,46.6547111,https://www.google.com/maps/search/?api=1&query=Arabica%20Star&query_place_id=ChIJf2bznyERLz4RgI57DXvFpi0,5,"Thank you to the employee Omar for the great service, the delicious drink Specifically, red berry breeze 🥤",132,en,ChIJf2bznyERLz4RgI57DXvFpi0,https://www.arabicastar.com/pages/show/36/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNfsttYQD08SMF3UKTG3kY97GYBgwiCVnekuiSh=w408-h272-k-no,,positive,cafe shops
مسارات القهوة كافيه,4.1,Cafe,"HGFR+FH5, Al Ikhlas, Tuwaiq, Riyadh 14928, Saudi Arabia",24.5736377,46.5414875,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9%20%D9%83%D8%A7%D9%81%D9%8A%D9%87&query_place_id=ChIJySHCQFsYLz4RdopJbXRpy2Y,5,It's amazing coffee,227,en,ChIJySHCQFsYLz4RdopJbXRpy2Y,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNfvnpHJ7TklYIxIOKLa-cBSOlKZNW2LebRW58u=w426-h240-k-no,,neutral,cafe shops
كاريبو كوفي - Caribou Coffee,4.3,Coffee shop,"Amr Aldamri St, Al Safarat, Riyadh 12512, Saudi Arabia",24.680462,46.623305,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A7%D8%B1%D9%8A%D8%A8%D9%88%20%D9%83%D9%88%D9%81%D9%8A%20-%20Caribou%20Coffee&query_place_id=ChIJSQ613sQdLz4ROWd-aL98yC0,5,Nice place to work or study. Friendly staff. Gets a little bit busy in the afternoon during weekends but very quiet in the morning. The coffee is just perfect. My favourite is the turtle mocha with coconut milk.,146,en,ChIJSQ613sQdLz4ROWd-aL98yC0,https://cariboucoffee.safr.com.sa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNfWUt5-kWMyBcs_GoufwMqr3Uhgi8SauFZelYl=w408-h408-k-no,"Coffeehouse chain serving signature drinks, mochas & lattes, plus coffee & breakfast.",neutral,cafe shops
DRAFT Cafe,3.6,Cafe,"Park Avenue, Qurtubah, Riyadh 13248, Saudi Arabia",24.8269773,46.7281751,https://www.google.com/maps/search/?api=1&query=DRAFT%20Cafe&query_place_id=ChIJV90jwlL9Lj4R1Z7693Nr1K0,5,"Always & forever a fan od Draft Cafe. I think I have been to all Draft Cafe branches. From their 1st pilot branch to Park Avenue & I heard they are having more branches around  Riyadh.

I love their  industrial interior / concept. They use to display books where you can trade & donate your old books displayed in their cafe.

I just noticed some changes in the taste of their coffee ( taste before is way  better) I think they changed their supplier of beans or what but overall their coffee is still good but the older version were way better.

The Park Avenue Staff were all accommodating . Keep up the Good Work Guys!",299,en,ChIJq-0KNPUCLz4REzm4ZuM76ao,https://www.instagram.com/breadtalk_ksa/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFXuV9R5Gb1-kb1ZV9JcnDR5N5ghYfw8Kbai2n=w408-h306-k-no,,positive,cafe shops
Eastern Night Cafe,3.9,Coffee shop,"علي بن أبي طالب،, 3910،, REJA7471، 7471, Riyadh 12837, Saudi Arabia",24.6738195,46.7452267,https://www.google.com/maps/search/?api=1&query=Eastern%20Night%20Cafe&query_place_id=ChIJESTJw6QFLz4RB2a-GUSxFT8,5,This is the most beautiful coffee shop I have ever seen. Special thanks to staff Nada. His service is incredibly flexible. Especially the avocado mango juice is great. Thank you Nada for choosing Avocado Juice.,343,en,ChIJESTJw6QFLz4RB2a-GUSxFT8,https://drive.google.com/file/d/1SF3JTDJ9rsiMDsskLVzJoOjd5gM2QGuS/view,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNFyeB88VRxwpzpJ4DIUtu1QRhYY1xIkSLjux5E=w408-h306-k-no,,positive,cafe shops
Tooz Roastery,4.1,Cafe,ظهرة لبن، الرياض السعودية_ مخرج 33 شارع نهاوند Saudi Arabia,24.633593,46.5656929,https://www.google.com/maps/search/?api=1&query=Tooz%20Roastery&query_place_id=ChIJB9bo380eLz4R80Xy1JQHAK0,5,"The best coffee you can taste .. I don't like to have that kind of express coffee so much
I like the traditional Turkish coffee with a cube of delight original sweet
They serve very high quality coffee beans .. rich in flavor and aroma
Served in a nice way .. giving you a satisfying mood
Also dessert are highly recommend",2067,en,ChIJScvUBn0BLz4RAMV7bCYFr_g,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNg-8al6ctFbLzPUAFROwaYxR07C_22JHaBOG_p=w408-h272-k-no,,positive,cafe shops
قهوتنا زمان لتقديم المشروبات,4.2,Coffee shop,"Hijratlaban, Riyadh 12936, Saudi Arabia",24.6307219,46.6088232,https://www.google.com/maps/search/?api=1&query=%D9%82%D9%87%D9%88%D8%AA%D9%86%D8%A7%20%D8%B2%D9%85%D8%A7%D9%86%20%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85%20%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA&query_place_id=ChIJF_qibewbLz4Rr7zGN9LIkDM,5,very nice,167,en,ChIJF_qibewbLz4Rr7zGN9LIkDM,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNgaCgOQr3Yr0OJwSy9lEbuqHZppU-9brIhOnli=w408-h408-k-no,,positive,cafe shops
McDonald's,3.8,Restaurant,"Khurais - 522, An Nasim Al Gharbi, Riyadh 14231, Saudi Arabia",24.743031,46.808578,https://www.google.com/maps/search/?api=1&query=McDonald's&query_place_id=ChIJU67KXpIALz4RT5FNtJ6gxQQ,5,"The food is great 😋, however the service is slow and takes a long time.The kids can play, and the setting is ideal.",3948,en,ChIJU67KXpIALz4RT5FNtJ6gxQQ,https://www.mcdonalds.com/sa/ar-sa/riyadh.html,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNGBufO0u3nU3E-4LghhbdgYMYStshi-m3cp3qE=w408-h306-k-no,"Classic, long-running fast-food chain known for its burgers & fries.",positive,Food & Dining
KAFD Conference Center,4.5,Conference center,"QJ6R+3RM, Al Aqiq, Riyadh 13519, Saudi Arabia",24.7602659,46.6420254,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNnNHJyUmd3RRAB!2m1!1s0x0:0xc3c69ac7b7b7d527!3m1!1s2@1:CIHM0ogKEICAgMCg4rrRgwE%7CCgwI-oHCvQYQ0M3VuwE%7C?hl=en,5,,1789,,ChIJbbji7-_iLj4RJ9W3t8eaxsM,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNge0loYYGkj1cgdVXeQ7WJXrQeTs-LHPbvbkw=w426-h240-k-no,,neutral,Science & Education
انجويد لاونج مقهى شيشة,4.2,Coffee shop,"Anas Ibn Malik Rd, Al Malqa, Riyadh 13522, Saudi Arabia",24.8007729,46.601173,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%86%D8%AC%D9%88%D9%8A%D8%AF%20%D9%84%D8%A7%D9%88%D9%86%D8%AC%20%D9%85%D9%82%D9%87%D9%89%20%D8%B4%D9%8A%D8%B4%D8%A9&query_place_id=ChIJ6QivayblLj4RAaK-tO62pHw,5,"Excellent luxury place to visit, very friendly and professional staff specially Asma and All ahmeds, nice shisha and a recommended place to relax",210,en,ChIJ6QivayblLj4RAaK-tO62pHw,https://www.instagram.com/enjoyed_lounge,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNgehFEEcztex5TIpkQE2uFMplwmtxrwTWyQWWr=w408-h544-k-no,,positive,cafe shops
Pavla speciality coffee,4.5,Coffee shop,"Al Cheikh Abdallah Aba Batin, Ar Rayyan, Riyadh 21511, Saudi Arabia",24.7182257,46.7718622,https://www.google.com/maps/search/?api=1&query=Pavla%20speciality%20coffee&query_place_id=ChIJERpnTAcBLz4RuON0hMsEF88,5,Spanish coffee is excellent. Tried the cheesecake and it was also very tasty. Excellent service and cosy environment. This place is usually full due to its coffee. A variety of cakes available.,771,en,ChIJERpnTAcBLz4RuON0hMsEF88,https://www.instagram.com/pavlacoffee/?igshid=zlz7f54ebcx5,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNGExS9gl1em0baxzxF-QwZ05l3FSj7StAEz7Gq=w408-h408-k-no,,positive,cafe shops
سهرانة,4.4,Hookah bar,"Al Bahar Al Ahmar St, 7101، حي 3147, Riyadh 13313, Saudi Arabia",24.7874156,46.689307,https://www.google.com/maps/search/?api=1&query=%D8%B3%D9%87%D8%B1%D8%A7%D9%86%D8%A9&query_place_id=ChIJH5X27Qb9Lj4REFahl89qjZg,5,Nice place and very accommodating staff..,232,en,ChIJH5X27Qb9Lj4REFahl89qjZg,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNGg5Ue8rnTtmxh9HCPGEPR-xiOQgD-BNAdlwg=w408-h271-k-no,,positive,Food & Dining
توستيك بيكري Toastic Bakery,4.2,Bakery,"3928 Omar Al Tamimi, At Taawun, Riyadh 12476, Saudi Arabia",24.771151,46.7058836,https://www.google.com/maps/search/?api=1&query=%D8%AA%D9%88%D8%B3%D8%AA%D9%8A%D9%83%20%D8%A8%D9%8A%D9%83%D8%B1%D9%8A%20Toastic%20Bakery&query_place_id=ChIJJ-F0_5f9Lj4RIFJFUlKntlI,5,"This is a really nice item shop with a good selection of pastries and coffee, the outside and interior of the coffee shop have really nice decor and it has a cozy atmosphere. I took an iced spanish latte. I also took a croissant which, when heated, is very crispy on the outside and soft and squishy on the inside. Its really big and is a great size. Overall a good place but the coffee is kind of basic.",1846,en,ChIJW1OEqikJLz4R90NS7yOr8K0,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNGgZum9q5I24V5F7h4rluumAb3FhRnYp8PgxAq=w408-h544-k-no,,positive,Food & Dining
Circle 3 by Acoustic,4.3,Restaurant,"Cir 3, Al Safarat, Riyadh 12512, Saudi Arabia",24.6820085,46.6252153,https://www.google.com/maps/search/?api=1&query=Circle%203%20by%20Acoustic&query_place_id=ChIJ3w68hQ8dLz4ROHkt0dzOwK0,5,"today's spot was on my list for the longest time ever! and today l've got the chance to visit @circle3cafe at diplomatic quarter.

The place and the vibe were phenomenal! starting from the place, merchandise, coffee and the atmosphere in general.

I would highly recommend visiting this place while the sun is out.

10/10 ⭐️",152,en,ChIJ3w68hQ8dLz4ROHkt0dzOwK0,https://www.circle3cafe.com/,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNgJeVKOekfyA4DRgRtq0iK1vaKbU-gWJe15Qe9=w408-h306-k-no,,positive,Food & Dining
Hot drinks coffee Friend,4.3,Cafe,"6314 Al Jawharah Bint Ibn Muammar, 4662, Ash Sharafiyah, Riyadh 12725, Saudi Arabia",24.652129,46.66915,https://www.google.com/maps/search/?api=1&query=Hot%20drinks%20coffee%20Friend&query_place_id=ChIJI00JokwbLz4RKPwa1nyaCaI,5,Very good taste and good service,66,en,ChIJI00JokwbLz4RKPwa1nyaCaI,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNgJRYSvqnCDJte80oN9E9hnmXbaToR--Ta913B=w426-h240-k-no,,positive,cafe shops
معمل القهوة Coffee Lab,4.2,Coffee roasters,"Taif St, Dhahrat Laban, Riyadh 12551, Saudi Arabia",24.6536903,46.5943524,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B9%D9%85%D9%84%20%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9%20Coffee%20Lab&query_place_id=ChIJtdgSZ0kdLz4RWgxl3kwyan8,5,"Amazing coffee and a vibrant staff. Good at engaging with customers and would not shy away from recommending should one need some help.

A go to place whenever I need to smell true coffee in Laban.",513,en,ChIJz0NpPkQOLz4RhAxeVCQfRh0,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNgm638r75eBE213U45V9Kje6edwaWa35w_siP2=w408-h408-k-no,,neutral,cafe shops
Blowrious,4.6,Hairdresser,"Alnakheel, 24.7542325, 46.6387610, Riyadh Saudi Arabia",24.7542492,46.6387184,https://www.google.com/maps/search/?api=1&query=Blowrious&query_place_id=ChIJP9oEpujjLj4R4HZjyDLN79s,5,,184,,ChIJP9oEpujjLj4R4HZjyDLN79s,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNGPNjN0WRmuSvm5-_jcEUdQcWFXRnQBFGCRl0l=w408-h544-k-no,,positive,Wellness & Fitness
